12,-1,-1,-9.9998e-13,-1.1102e-16
11,-1,-1,-1e-11,-0
10,-1,-1,-1e-10,-0
9,-1,-1,-1e-09,-0
8,-1,-1,4.9012e-09,1.1102e-16
7,-1,-1,5.1383e-10,-0
6,-1,-1,-6.6574e-11,-0
5,-0.99999,-0.99999,-5.1374e-12,-0
4,-0.9999,-0.9999,2.5127e-13,1.1103e-16
3,-0.999,-0.999,6.9903e-14,-1.1113e-16
2,-0.99,-0.99,-5.6072e-16,-0
1,-0.9,-0.9,-4.9343e-16,-1.2336e-16
0,0,0,NaN,NaN
