0,-243.69,-243.69,-243.69
5,5119.2,-0.89065,-0.00015583
10,-580.8,-0.025905,-8.515e-11
15,6.1739,-0.00020021,-2.7591e-15
20,-0.013496,-3.7465e-07,-2.7591e-15
25,8.9425e-06,-2.255e-10,-2.7591e-15
30,-2.2674e-09,-5.3908e-14,-2.7591e-15
35,9.8881e-13,-4.2447e-16,-2.7591e-15
40,7.3115e-13,-4.2447e-16,-2.7591e-15
45,7.3115e-13,-4.2447e-16,-2.7591e-15
50,7.3115e-13,-4.2447e-16,-2.7591e-15
